0,0.0
30,-0.988031624093
60,-0.304810621102
90,0.893996663601
120,0.580611184212
150,-0.714876429629
180,-0.801152635734
210,0.467718518343
240,0.945445154921
270,-0.176045946471
300,-0.999755839901
330,-0.132381629205
360,0.958915723414
390,0.428209910519
420,-0.826811724307
450,-0.683283725036
480,0.616016713764
510,0.873326667542
540,-0.346592904377
570,-0.980251583583
600,0.0441824483319
630,0.993881997013
660,0.262433029781
690,-0.912920646329
720,-0.544071696438
750,0.745072950292
780,0.773928862147
810,-0.5063136521
840,-0.930128092016
870,0.219366438551
900,0.997803274422
930,0.0884587650136
960,-0.970513488905
990,-0.387864990612
